period,programme,scheme,scheme_description,basis,UGI,county_code,county,recipients
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,59
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,1566
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,2216
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,1142
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,1279
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,75
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,1238
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,1875
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,877
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,1170
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,65
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,1336
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,2056
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,852
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,3179
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,117
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,3030
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,5494
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,2244
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,1776
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,58
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,2348
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,3347
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,1569
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1456
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,72
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1702
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,2489
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1223
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,1786
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,79
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,2404
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,3226
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,1410
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,2900
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,104
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,2694
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,4572
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,2077
2016Q3,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,unknown,XX,Unknown,153
2016Q3,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,unknown,XX,Unknown,27
2016Q3,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,unknown,XX,Unknown,1662
2016Q3,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,unknown,XX,Unknown,258
2016Q3,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,unknown,XX,Unknown,1119
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,8732
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,3513
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,2990
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,38657
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,10199
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,13542
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,4725
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,2524
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,1712
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,4188
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,1285
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,1457
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,9997
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,7054
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,3522
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,94594
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,13789
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,30576
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,15410
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,7506
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,5541
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,12820
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,2229
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,4616
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,6863
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,2101
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,2368
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,10679
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,5030
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,3850
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,2833
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,1272
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,1052
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,9111
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,2259
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,2954
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,14348
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,4031
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,5064
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,2457
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,1224
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,1020
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,4514
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,1632
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,1735
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,11286
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,2631
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,3973
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,4100
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,1950
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,1503
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,9395
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,5773
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,3512
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,5055
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,1578
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,1938
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,4589
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,2360
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,1771
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,5141
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,1923
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,1796
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,12155
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,4337
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,4563
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,8895
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,2487
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,3122
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,6011
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1777
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,2306
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,10502
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,2081
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,3311
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,10896
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,3994
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,3858
2016Q3,Pensions,SPC,State Pension Contributory,Social Insurance,unknown,XX,Unknown,45880
2016Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,unknown,XX,Unknown,250
2016Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,unknown,XX,Unknown,8186
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,1417
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,1943
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,693
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,5578
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,9584
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,5670
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,928
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,1183
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,440
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,737
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,929
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,681
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,2315
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,2075
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,714
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,10461
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,26024
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,20963
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,2719
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,3458
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,2763
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,1546
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,2873
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,2809
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,972
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,1450
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,485
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,1818
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,2060
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,1605
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,631
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,704
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,442
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,1212
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,2151
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,1184
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,2306
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,3379
2016Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,1153
2016Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,450
2016Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,596
